0	0.992	0.008
0	0.732	0.268
1	0.223	0.777
0	0.816	0.184
0	0.948	0.052
0	0.977	0.023
0	0.842	0.158
0	0.876	0.124
0	0.872	0.128
1	0.325	0.675
0	0.999	0.001
0	0.999	0.001
0	0.862	0.138
0	0.779	0.221
0	0.983	0.017
0	0.857	0.143
1	0.487	0.513
0	0.977	0.023
0	0.643	0.357
0	0.931	0.069
0	0.874	0.126
0	0.994	0.006
0	0.92	0.08
0	0.961	0.039
0	0.964	0.036
0	0.602	0.398
0	0.961	0.039
0	0.996	0.004
0	0.715	0.285
0	0.93	0.07
0	0.991	0.009
0	0.995	0.005
0	0.925	0.075
0	0.832	0.168
1	0.445	0.555
0	0.93	0.07
0	0.82	0.18
0	0.963	0.037
0	0.998	0.002
0	0.659	0.341
0	0.619	0.381
0	0.997	0.003
0	0.978	0.022
0	0.998	0.002
0	0.996	0.004
0	0.997	0.003
1	0.267	0.733
0	0.62	0.38
0	0.754	0.246
0	0.899	0.101
0	0.714	0.286
0	0.852	0.148
0	0.997	0.003
0	0.949	0.051
1	0.382	0.618
0	0.996	0.004
0	0.996	0.004
0	0.988	0.012
0	0.983	0.017
0	0.969	0.031
0	0.967	0.033
0	0.978	0.022
0	0.992	0.008
0	0.99	0.01
0	0.975	0.025
0	0.977	0.023
0	0.977	0.023
0	0.758	0.242
0	0.997	0.003
0	0.615	0.385
0	0.63	0.37
0	0.749	0.251
0	0.591	0.409
1	0.454	0.546
0	0.992	0.008
0	0.973	0.027
0	0.766	0.234
0	0.719	0.281
0	0.892	0.108
0	0.66	0.34
0	0.97	0.03
0	0.982	0.018
0	0.996	0.004
0	0.987	0.013
0	0.75	0.25
0	0.947	0.053
0	0.992	0.008
0	0.686	0.314
0	0.914	0.086
0	0.704	0.296
0	0.972	0.028
0	0.638	0.362
0	0.992	0.008
0	0.852	0.148
0	0.97	0.03
0	0.999	0.001
0	0.997	0.003
0	0.999	0.001
0	0.999	0.001
0	0.997	0.003
0	0.978	0.022
0	0.998	0.002
0	1.0	0.0
0	0.997	0.003
0	0.778	0.222
0	0.966	0.034
0	0.962	0.038
0	0.731	0.269
0	0.98	0.02
0	0.901	0.099
0	0.994	0.006
0	0.982	0.018
0	0.937	0.063
0	0.964	0.036
0	0.939	0.061
0	0.659	0.341
0	0.955	0.045
0	0.943	0.057
0	0.893	0.107
0	0.982	0.018
0	1.0	0.0
0	0.583	0.417
1	0.355	0.645
0	0.975	0.025
1	0.457	0.543
0	0.528	0.472
0	0.978	0.022
0	0.659	0.341
0	0.563	0.437
1	0.111	0.889
0	0.714	0.286
1	0.436	0.564
0	0.982	0.018
0	0.891	0.109
0	0.68	0.32
0	0.535	0.465
1	0.368	0.632
0	0.525	0.475
1	0.355	0.645
0	0.694	0.306
1	0.102	0.898
0	0.659	0.341
1	0.397	0.603
0	0.523	0.477
0	0.588	0.412
0	0.863	0.137
0	0.879	0.121
0	0.855	0.145
0	0.651	0.349
0	0.895	0.105
0	0.504	0.496
0	0.823	0.177
0	0.867	0.133
0	0.733	0.267
1	0.495	0.505
0	0.769	0.231
0	0.996	0.004
0	0.886	0.114
1	0.279	0.721
0	0.975	0.025
0	0.779	0.221
0	0.879	0.121
1	0.092	0.908
0	0.657	0.343
0	0.984	0.016
0	0.986	0.014
1	0.395	0.605
0	0.877	0.123
0	0.635	0.365
0	0.783	0.217
1	0.443	0.557
0	0.692	0.308
0	0.969	0.031
0	0.743	0.257
0	0.566	0.434
0	0.851	0.149
1	0.47	0.53
0	0.616	0.384
0	0.636	0.364
0	0.809	0.191
0	0.781	0.219
0	0.824	0.176
0	0.849	0.151
0	0.655	0.345
0	0.637	0.363
0	0.85	0.15
0	0.846	0.154
0	0.81	0.19
1	0.038	0.962
0	0.602	0.398
1	0.365	0.635
0	0.654	0.346
0	0.664	0.336
0	0.834	0.166
1	0.494	0.506
0	0.669	0.331
1	0.271	0.729
1	0.218	0.782
1	0.079	0.921
0	0.526	0.474
0	0.607	0.393
1	0.129	0.871
1	0.387	0.613
1	0.331	0.669
1	0.331	0.669
1	0.156	0.844
0	0.998	0.002
1	0.359	0.641
1	0.157	0.843
1	0.294	0.706
1	0.01	0.99
1	0.104	0.896
1	0.288	0.712
1	0.089	0.911
1	0.135	0.865
1	0.472	0.528
1	0.195	0.805
1	0.461	0.539
1	0.425	0.575
1	0.39	0.61
1	0.353	0.647
1	0.28	0.72
1	0.266	0.734
0	0.588	0.412
0	0.999	0.001
0	0.989	0.011
0	0.996	0.004
0	0.948	0.052
0	0.985	0.015
0	0.989	0.011
0	0.999	0.001
1	0.466	0.534
0	0.985	0.015
0	0.997	0.003
0	0.998	0.002
0	0.859	0.141
0	0.975	0.025
0	0.928	0.072
0	0.999	0.001
0	0.998	0.002
0	0.822	0.178
0	0.67	0.33
0	0.977	0.023
0	0.97	0.03
0	0.615	0.385
0	0.657	0.343
0	0.987	0.013
0	0.948	0.052
1	0.356	0.644
0	0.52	0.48
1	0.286	0.714
1	0.323	0.677
1	0.487	0.513
1	0.473	0.527
0	0.739	0.261
0	0.786	0.214
0	0.947	0.053
0	0.775	0.225
0	0.96	0.04
0	0.891	0.109
0	0.939	0.061
0	0.985	0.015
0	0.864	0.136
1	0.411	0.589
1	0.246	0.754
0	0.528	0.472
0	0.858	0.142
0	0.872	0.128
0	0.711	0.289
0	0.907	0.093
0	0.826	0.174
0	0.935	0.065
0	0.568	0.432
0	0.803	0.197
0	0.987	0.013
0	1.0	0.0
0	0.99	0.01
1	0.39	0.61
0	0.998	0.002
0	1.0	0.0
0	0.733	0.267
0	0.797	0.203
0	0.96	0.04
0	0.952	0.048
0	1.0	0.0
0	0.996	0.004
0	0.941	0.059
0	0.987	0.013
0	0.996	0.004
0	0.963	0.037
0	0.883	0.117
0	0.997	0.003
0	0.999	0.001
0	0.994	0.006
0	0.998	0.002
0	1.0	0.0
0	0.999	0.001
0	0.823	0.177
0	0.995	0.005
0	1.0	0.0
0	0.643	0.357
0	0.993	0.007
0	0.844	0.156
0	0.999	0.001
0	1.0	0.0
0	0.932	0.068
0	0.873	0.127
0	0.898	0.102
0	0.999	0.001
0	0.985	0.015
0	0.999	0.001
0	0.994	0.006
0	0.992	0.008
0	0.611	0.389
0	0.997	0.003
0	0.875	0.125
0	0.972	0.028
0	0.708	0.292
0	0.999	0.001
0	1.0	0.0
1	0.404	0.596
0	1.0	0.0
0	0.997	0.003
0	0.996	0.004
