saScore,perplexitySource,perplexityTarget,same,cgscore,hassourcecl,hastargetcl,caplettersworddif,onlycaplettersdif,hassourceurl,hastargeturl,urlsim,hassourcetag,hastargettag,tagsim,hassourcenameentity,hastargetnameentity,nersimilarity,hassourcenumber,hastargetnumber,numbersim,hassourceemail,hastargetemail,emailsim,hassourcepunctuation,hastargetpunctuation,punctsim,category
0.49,999.01,5297.37,0.0,3.07646716436,1.0,1.0,0.227272727273,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,0
0.58,419.34,968.95,0.0,-0.379704249628,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4472135955,0
0.64,208.65,1062.27,0.0,0.836689078743,1.0,1.0,0.285714285714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.42,250.46,489.23,0.0,0.60403212057,1.0,1.0,0.153846153846,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.99,118.02,136.15,0.0,0.260117025901,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4472135955,1
-0.09,686.43,674.59,0.0,0.859884821365,1.0,1.0,0.0645161290323,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.301511344578,0
0.36,85.12,748.32,0.0,-2.11352473246,1.0,1.0,0.3125,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.542326144547,0
0.21,496.29,491.36,0.0,1.09845332766,1.0,1.0,0.3125,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,0
3.06,1655.87,447.79,0.0,0.852226798573,1.0,1.0,0.461538461538,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.288675134595,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
1.24,889.55,3871.9,0.0,0.734619226162,1.0,1.0,0.444444444444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.4472135955,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
1.38,1891.42,3773.64,0.0,-0.318122257994,1.0,1.0,0.0555555555556,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.353553390593,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,0
1.02,10538.5,874.13,0.0,1.26325984142,1.0,1.0,0.357142857143,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.04,969.54,1322.81,0.0,0.990147542977,1.0,1.0,0.25,0.75,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.08,598.96,1455.38,0.0,0.193257011884,1.0,1.0,0.461538461538,0.666666666667,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0
1.27,452.85,10705.82,0.0,0.961441494787,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.72,348.24,210.1,0.0,0.354617373523,1.0,1.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.04,281.12,146.91,0.0,0.846971141644,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,0
1.02,1238.95,20151.35,0.0,0.189132401198,1.0,1.0,0.363636363636,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.894427191,1
-0.05,1137.65,1221.98,0.0,-1.22721197362,1.0,1.0,0.421052631579,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.580381000088,0
1.56,786.54,1993.85,0.0,1.24047951568,1.0,1.0,0.642857142857,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.980580675691,0
0.53,163.35,1039.16,0.0,1.9582975567,1.0,1.0,0.727272727273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.18,299.24,329.78,0.0,0.766964988847,1.0,1.0,0.444444444444,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1.09,2307.46,2424.72,0.0,1.66274047354,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.67,1081.91,817.04,0.0,0.92970196208,1.0,1.0,0.416666666667,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.83,265.04,875.27,0.0,-1.51743937399,1.0,1.0,0.260869565217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.117851130198,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.868243142124,0
0.64,1060.76,1302.07,0.0,0.799435891339,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
1.19,270.96,490.72,0.0,0.369260601651,1.0,1.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.19,1062.39,5237.68,0.0,1.3406661109,1.0,1.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.36,219.1,392.37,0.0,1.46923845232,1.0,1.0,0.666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,0
1.13,94.78,159.47,0.0,0.317516189474,1.0,1.0,0.545454545455,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,1
0.76,2264.39,729.39,0.0,-2.97044262893,1.0,1.0,0.625,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.912421128247,0
1.89,79.51,285.25,0.0,1.47703821465,1.0,1.0,0.631578947368,0.166666666667,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.89,1600.05,1000.63,0.0,0.750271324849,1.0,1.0,0.526315789474,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.213200716356,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.903696114115,1
0.69,470.98,1300.91,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.333333333333,1
1.89,1951.04,19235.38,0.0,0.242535625036,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.258198889747,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.836660026534,1
0.21,1194.88,374.2,0.0,1.41004797582,1.0,1.0,0.416666666667,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.424264068712,0
1.22,18.66,34.87,0.0,1.0309289531,1.0,1.0,0.277777777778,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.204124145232,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.989949493661,1
0.96,242.39,575.66,0.0,1.5552268806,1.0,1.0,0.105263157895,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4472135955,1
0.48,145.24,288.96,0.0,0.78399353208,1.0,1.0,0.615384615385,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.894427191,1
1.57,489.46,1193.52,0.0,0.0340957525816,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4472135955,1
0.97,771.93,30251.01,0.0,0.42362910093,1.0,1.0,0.416666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4472135955,0
0.79,716.64,743.72,0.0,-0.186016332951,1.0,1.0,0.285714285714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.17,2483.49,278.73,0.0,2.68009906083,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.744208407535,0
0.09,1044,559.53,0.0,-0.108465228909,1.0,1.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4472135955,0
0.39,3294.38,485.82,0.0,0.461631027287,1.0,1.0,0.3,0.666666666667,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.603022689156,0
0.47,43.98,68.92,0.0,-0.595072931641,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.857492925713,1
0.99,205.96,123.17,0.0,-0.661631693579,1.0,1.0,0.571428571429,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.06,3004.73,2691.38,0.0,0.124418150448,1.0,1.0,0.416666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
2.1,1359.56,1170,0.0,0.22999751604,1.0,1.0,0.666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.925820099773,1
0.69,58.09,1614.53,0.0,-1.75571505083,1.0,1.0,0.285714285714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.316227766017,0
0.75,191.18,6366.46,0.0,0.470154165902,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.59,159.9,165.4,0.0,0.524481559398,1.0,1.0,0.315789473684,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.700140042014,0
0.76,362.03,1302.33,0.0,1.64665861484,1.0,1.0,0.666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.05,64.69,116.52,0.0,1.38266579689,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.25,56696.15,580625.44,0.0,-1.38336142784,1.0,1.0,0.11320754717,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.12,182.2,333.99,0.0,2.93776182565,1.0,1.0,0.48,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.188982236505,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.23,248.81,223.51,0.0,1.44456614945,1.0,1.0,0.588235294118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.25,118.43,221.47,0.0,0.534211081244,1.0,1.0,0.666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.989949493661,1
1.27,183.84,104.27,0.0,-3.22064419326,1.0,1.0,0.307692307692,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.989949493661,0
0.6,117.64,953.77,0.0,-1.59061128997,1.0,1.0,0.375,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4472135955,0
0.06,131.41,629.81,0.0,-1.09034604102,1.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.777777777778,0
0.79,1010.36,5481.65,0.0,2.76116231846,1.0,1.0,0.666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,0
1.06,926.95,3255.88,0.0,-2.75168191094,1.0,1.0,0.0625,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.36,1820.11,866.19,0.0,-0.449892811747,1.0,1.0,0.181818181818,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.176776695297,0
0.07,15985.85,3632.01,0.0,-0.565916458418,1.0,1.0,0.105263157895,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.904534033733,0
0.74,88.71,3971.4,0.0,0.791063984634,1.0,1.0,0.583333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.39,88.71,686.91,0.0,0.82841686958,1.0,1.0,0.444444444444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.24,584.79,74.47,0.0,0.194183909345,1.0,1.0,0.25,0.666666666667,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.813733471207,1
0.79,2131.93,1825.11,0.0,0.81557241925,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,1
-0.1,233.82,565.05,0.0,1.93929501902,1.0,1.0,0.642857142857,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.557086014531,0
0.11,242.23,670.8,0.0,-0.436782570976,1.0,1.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.182574185835,1
0.34,24.12,1488.4,0.0,-1.54468565063,1.0,1.0,0.444444444444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.316227766017,0
2.66,319.58,593.07,0.0,2.34855554215,1.0,1.0,0.3125,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.218217890236,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0
2.38,7235.33,11306.29,0.0,0.677365137435,1.0,1.0,0.133333333333,0.4,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.810930758852,1.0,1.0,0.478226202442,0.0,0.0,1.0,0.0,0.0,0.998506347187,0
5.75,116223.45,34139.42,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
5.04,11692.42,6687.84,0.0,0.0626224291085,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
0.45,44.06,372.25,0.0,-0.646761666764,1.0,1.0,0.571428571429,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,0
1.68,60.1,315.71,0.0,0.315264144378,1.0,1.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,0
0.89,1128.12,857.2,0.0,0.45095603393,1.0,1.0,0.571428571429,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
3.08,190.46,52.16,0.0,-0.102490007711,0.0,1.0,0.666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.97,85.92,51.74,0.0,0.676399541595,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
0.14,64.72,349.57,0.0,0.581932486055,1.0,1.0,0.545454545455,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,0
